year,round,pickInRound,pickOverall,draftedbyteamid,draftedbyteamid.1,team.name,prospect.fullName,position,nationality,playerHeight,playerWeight,birthCity,birthDate,amateurLeague.name,amateurTeam.name,playerId,gamesPlayed,goals,assists,points,pointsPerGame,shotsAgainst,saves,shutouts,savePctg,jerseyNumber,teamName,onroster,status,gpPerYear,gpClass,ppgClass
2009,4,29,120,5,5,Pittsburgh Penguins,Nick Petersen,RW,CAN,74.0,186.0,"Wakefield, QC  CAN",1989-05-27,QMJHL,Shawinigan,8475269.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,1,121,2,2,New York Islanders,Anton Klementyev,D,RUS,73.0,198.0,"Togliatti, Russia",1990-03-25,RUSSIA-3,Yaroslavl 2,8475270.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,inactive,0.06666666666666667,1,1
2009,5,2,122,5,5,Pittsburgh Penguins,Alex Velischek,D,CAN,72.0,200.0,"Quebec City, QC  CAN",1990-12-17,HIGH-NJ,Delbarton,8475271.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,3,123,21,21,Colorado Avalanche,Kieran Millan,G,CAN,72.0,190.0,"Edmonton, AB  CAN",1989-08-31,H-EAST,Boston University,8475272.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,4,124,11,11,Atlanta Thrashers,Cody Sol,D,CAN,76.0,215.0,"Woodstock, ON  CAN",1991-02-11,OHL,Saginaw,8475273.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,5,125,26,26,Los Angeles Kings,David Kolomatis,D,USA,71.0,195.0,"Livingston, NJ  USA",1989-02-25,OHL,Owen Sound,8475099.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,6,126,3,3,New York Rangers,Roman Horak,C,CZE,72.0,170.0,"Ceské Budejovice, Czech Republic",1991-05-21,CZREP-JR.,C. Budejovice Jr.,8475264.0,84.0,6.0,13.0,19.0,0.2261904761904761,,,,,,,,inactive,5.6,1,1
2009,5,7,127,10,10,Toronto Maple Leafs,Eric Knodel,D,USA,78.0,216.0,"West Chester, PA  USA",1990-06-08,USMAAA,Philadelphia Jr. Flyers,8475265.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,8,128,25,25,Dallas Stars,Tomas Vincour,C,CZE,74.0,199.0,"Brno, Czech Republic",1990-11-19,WHL,Edmonton,8475266.0,95.0,7.0,10.0,17.0,0.1789473684210526,,,,,,,,inactive,6.333333333333333,1,1
2009,5,9,129,9,9,Ottawa Senators,Mike Hoffman,F,CAN,71.0,176.0,"Kitchener, ON  CAN",1989-11-24,QMJHL,Drummondville,8474884.0,778.0,239.0,268.0,507.0,0.6516709511568123,,,,,68.0,San Jose Sharks,Y,other_team,51.86666666666667,3,3
2009,5,10,130,12,12,Carolina Hurricanes,Matt Kennedy,RW,CAN,74.0,202.0,"Richmond Hill, ON  CAN",1989-03-04,OHL,Guelph,8475089.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,11,131,18,18,Nashville Predators,Gabriel Bourque,LW,CAN,69.0,185.0,"Rimouski, QC  CAN",1990-09-23,QMJHL,Baie Comeau,8475268.0,449.0,46.0,65.0,111.0,0.2472160356347438,,,,,,,,inactive,29.933333333333334,2,1
2009,5,12,132,22,22,Edmonton Oilers,Olivier Roy,G,CAN,72.0,180.0,"Amqui, QC  CAN",1991-07-12,QMJHL,Cape Breton,8475258.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,13,133,7,7,Buffalo Sabres,Mark Adams,D,USA,73.0,187.0,"Boxford, MA  USA",1991-05-23,HIGH-MA,Malden Catholic H.S.,8475259.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,14,134,13,13,Florida Panthers,Corban Knight,C,CAN,73.0,180.0,"Oliver, BC  CAN",1990-09-10,AJHL,Okotoks,8475260.0,52.0,4.0,8.0,12.0,0.2307692307692307,,,,,,,,inactive,3.466666666666667,1,1
2009,5,15,135,24,24,Anaheim Ducks,Radoslav Illo,C,SVK,72.0,161.0,"Banská Bystrica, Slovakia",1990-01-21,USHL,Tri-City,8475261.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,16,136,29,29,Columbus Blue Jackets,Thomas Larkin,D,GBR,77.0,206.0,"London, United Kingdom",1990-12-31,HIGH-NH,Phillips-Exeter,8475262.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,17,137,13,13,Florida Panthers,Wade Megan,C,USA,73.0,185.0,"Canton, NY  USA",1990-07-22,HIGH-CT,South Kent School,8475263.0,15.0,1.0,1.0,2.0,0.1333333333333333,,,,,,,,inactive,1.0,1,1
2009,5,18,138,8,8,Montréal Canadiens,Gabriel Dumont,C,CAN,69.0,170.0,"Ville Degelis, QC  CAN",1990-10-06,QMJHL,Drummondville,8475254.0,93.0,4.0,5.0,9.0,0.096774193548387,,,,,,,,inactive,6.2,1,1
2009,5,19,139,3,3,New York Rangers,Scott Stajcer,G,CAN,75.0,195.0,"Cambridge, ON  CAN",1991-06-14,OHL,Owen Sound,8475255.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,20,140,20,20,Calgary Flames,Spencer Bennett,LW,CAN,75.0,185.0,"White Rock, BC  CAN",1990-10-31,BCHL,Surrey,8475256.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,21,141,4,4,Philadelphia Flyers,Nicola Riopel,G,CAN,72.0,172.0,"St. Pie de Bagot, QC  CAN",1989-02-20,QMJHL,Moncton,8474809.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,22,142,23,23,Vancouver Canucks,Peter Andersson,D,SWE,75.0,194.0,"Kvidinge, Sweden",1991-04-13,SWEDEN-JR.,Frolunda Jr.,8475257.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,23,143,1,1,New Jersey Devils,Derek Rodwell,LW,CAN,73.0,190.0,"Taber, AB  CAN",1990-07-08,AJHL,Okotoks,8475285.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,24,144,15,15,Washington Capitals,Brett Flemming,D,CAN,72.0,172.0,"Regina, SK  CAN",1991-02-26,OHL,Mississauga St. Michael's,8475319.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,25,145,9,9,Ottawa Senators,Jeff Costello,LW,USA,72.0,190.0,"Milwaukee, WI  USA",1990-11-20,USHL,Cedar Rapids,8475320.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,26,146,28,28,San Jose Sharks,Phil Varone,C,CAN,70.0,185.0,"Vaughan, ON  CAN",1990-12-04,OHL,London,8475321.0,97.0,8.0,9.0,17.0,0.1752577319587628,,,,,,,,inactive,6.466666666666667,1,1
2009,5,27,147,14,14,Tampa Bay Lightning,Michael Zador,G,CAN,73.0,172.0,"Toronto, ON  CAN",1991-05-08,OHL,Oshawa,8475322.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,5,28,148,16,16,Chicago Blackhawks,Marcus Kruger,C,SWE,71.0,172.0,"Stockholm, Sweden",1990-05-27,SWEDEN-JR.,Djurgarden Jr.,8475323.0,607.0,44.0,95.0,139.0,0.228995057660626,,,,,,,,inactive,40.46666666666667,3,1
2009,5,29,149,17,17,Detroit Red Wings,Nick Jensen,D,USA,73.0,187.0,"St. Paul, MN  USA",1990-09-21,USHL,Green Bay,8475324.0,589.0,19.0,115.0,134.0,0.2275042444821731,,,,,3.0,Washington Capitals,Y,other_team,39.266666666666666,2,1
2009,5,30,150,5,5,Pittsburgh Penguins,Andy Bathgate,C,CAN,72.0,164.0,"Brampton, ON  CAN",1991-02-26,OHL,Belleville,8475313.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,1,151,2,2,New York Islanders,Anders Lee,C,USA,74.0,216.0,"Edina, MN  USA",1990-07-03,HIGH-MN,Edina H.S.,8475314.0,805.0,270.0,204.0,474.0,0.5888198757763975,,,,,27.0,New York Islanders,Y,active,53.666666666666664,3,3
2009,6,2,152,4,4,Philadelphia Flyers,Dave Labrecque,C,CAN,72.0,170.0,"Vanier, QC  CAN",1990-01-27,QMJHL,Shawinigan,8475315.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,3,153,21,21,Colorado Avalanche,Brandon Maxwell,G,USA,72.0,195.0,"Winter Park, FL  USA",1991-03-22,USDP,USA U-18,8475316.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,4,154,11,11,Atlanta Thrashers,Jimmy Bubnick,C,CAN,74.0,194.0,"Esterhazy, SK  CAN",1991-01-19,WHL,Kamloops,8475317.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,5,155,26,26,Los Angeles Kings,Michael Pelech,F,CAN,75.0,209.0,"Toronto, ON  CAN",1989-10-06,OHL,Mississauga St. Michael's,8475318.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,6,156,27,59,Utah Hockey Club,Evan Bloodoff,LW,CAN,71.0,190.0,"Nelson, BC  CAN",1990-11-21,WHL,Kelowna,8475308.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,7,157,10,10,Toronto Maple Leafs,Jerry D'Amigo,RW,USA,71.0,208.0,"Binghamton, NY  USA",1991-02-19,USDP,USA U-18,8475309.0,31.0,1.0,2.0,3.0,0.096774193548387,,,,,,,,inactive,2.066666666666667,1,1
2009,6,8,158,25,25,Dallas Stars,Curtis McKenzie,LW,CAN,74.0,192.0,"Golden, BC  CAN",1991-02-22,BCHL,Penticton,8475310.0,100.0,10.0,13.0,23.0,0.23,,,,,,,,inactive,6.666666666666667,1,1
2009,6,9,159,9,9,Ottawa Senators,Corey Cowick,LW,CAN,75.0,208.0,"Ottawa, ON  CAN",1989-08-01,OHL,Ottawa,8474864.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,10,160,30,30,Minnesota Wild,Darcy Kuemper,G,CAN,76.0,195.0,"Saskatoon, SK  CAN",1990-05-05,WHL,Red Deer,8475311.0,423.0,,,,0.0,11988.0,10952.0,33.0,0.9135802469135802,35.0,Los Angeles Kings,Y,other_team,28.2,2,1
2009,6,11,161,14,14,Tampa Bay Lightning,Jaroslav Janus,G,SVK,73.0,189.0,"Presov, Slovakia",1989-09-21,OHL,Erie,8475312.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,12,162,30,30,Minnesota Wild,Jere Sallinen,F,FIN,72.0,183.0,"Espoo, Finland",1990-10-26,Finland Jr.,Blues Jr.,8475302.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,13,163,7,7,Buffalo Sabres,Connor Knapp,G,USA,77.0,215.0,"York, NY  USA",1990-05-01,CCHA,Miami University,8475303.0,2.0,,,,0.0,32.0,28.0,0.0,0.0,,,,inactive,0.13333333333333333,1,1
2009,6,14,164,13,13,Florida Panthers,Scott Timmins,C,CAN,71.0,191.0,"Hamilton, ON  CAN",1989-09-11,OHL,Windsor,8475304.0,24.0,1.0,0.0,1.0,0.0416666666666666,,,,,,,,inactive,1.6,1,1
2009,6,15,165,24,24,Anaheim Ducks,Scott Valentine,D,CAN,72.0,196.0,"Ottawa, ON  CAN",1991-05-02,OHL,Oshawa,8475305.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,16,166,29,29,Columbus Blue Jackets,Anton Blomqvist,D,SWE,76.0,189.0,"Kristianstad, Sweden",1990-03-07,SWEDEN-JR.,Malmo Jr.,8475306.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,17,167,19,19,St. Louis Blues,David Shields,D,USA,75.0,218.0,"Buffalo, NY  USA",1991-01-27,OHL,Erie,8475307.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,18,168,8,8,Montréal Canadiens,Dustin Walsh,C,CAN,74.0,175.0,"Shannonville, ON  CAN",1991-03-20,OJHL,Kingston,8475297.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,19,169,3,3,New York Rangers,Dan Maggio,D,CAN,74.0,191.0,"Windsor, ON  CAN",1991-03-04,OHL,Sudbury,8475298.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,20,170,20,20,Calgary Flames,Joni Ortio,G,FIN,73.0,181.0,"Turku, Finland",1991-04-16,Finland Jr.,TPS Jr.,8475299.0,37.0,,,,0.0,910.0,820.0,2.0,0.901098901098901,,,,inactive,2.466666666666667,1,1
2009,6,21,171,4,4,Philadelphia Flyers,Eric Wellwood,LW,CAN,71.0,180.0,"Windsor, ON  CAN",1990-03-06,OHL,Windsor,8474892.0,42.0,5.0,5.0,10.0,0.238095238095238,,,,,,,,inactive,2.8,1,1
2009,6,22,172,23,23,Vancouver Canucks,Joe Cannata,G,USA,73.0,200.0,"Wakefield, MA  USA",1990-01-02,H-EAST,Merrimack,8475300.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,23,173,1,1,New Jersey Devils,Ashton Bernard,LW,CAN,76.0,197.0,"Eskasoni, NS  CAN",1990-02-05,QMJHL,Shawinigan,8475301.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,24,174,15,15,Washington Capitals,Garrett Mitchell,RW,CAN,70.0,180.0,"Regina, SK  CAN",1991-09-02,WHL,Regina,8475291.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,inactive,0.06666666666666667,1,1
2009,6,25,175,6,6,Boston Bruins,Tyler Randell,RW,CAN,73.0,191.0,"Scarborough, ON  CAN",1991-06-15,OHL,Kitchener,8475292.0,27.0,6.0,0.0,6.0,0.2222222222222222,,,,,,,,inactive,1.8,1,1
2009,6,26,176,16,16,Chicago Blackhawks,David Pacan,C,CAN,75.0,187.0,"Ottawa, ON  CAN",1991-03-31,CJHL,Cumberland,8475293.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,6,27,177,12,12,Carolina Hurricanes,Rasmus Rissanen,D,FIN,74.0,202.0,"Kuopio, Finland",1991-07-13,Finland Jr.,Kalpa Jr.,8475294.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,inactive,0.4,1,1
2009,6,28,178,26,26,Los Angeles Kings,Brandon Kozun,RW,USA,68.0,156.0,"Los Angeles, CA  USA",1990-03-08,WHL,Calgary,8475295.0,20.0,2.0,2.0,4.0,0.2,,,,,,,,inactive,1.3333333333333333,1,1
2009,6,29,179,17,17,Detroit Red Wings,Mitch Callahan,RW,USA,71.0,175.0,"Whittier, CA  USA",1991-08-17,WHL,Kelowna,8475296.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,inactive,0.3333333333333333,1,1
2009,6,30,180,5,5,Pittsburgh Penguins,Viktor Ekbom,D,SWE,74.0,194.0,"Falkoping, Sweden",1989-06-01,SWEDEN-2,Oskarshamn,8475286.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,1,181,30,30,Minnesota Wild,Erik Haula,LW,FIN,71.0,170.0,"Pori, Finland",1991-03-23,HIGH-MN,Shattuck-St. Mary's,8475287.0,763.0,158.0,194.0,352.0,0.4613368283093053,,,,,56.0,New Jersey Devils,Y,other_team,50.86666666666667,3,2
2009,7,2,182,14,14,Tampa Bay Lightning,Kirill Gotovets,D,BLR,71.0,175.0,"Minsk, Belarus",1991-06-25,HIGH-MN,Shattuck-St. Mary's,8475288.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,3,183,21,21,Colorado Avalanche,Gus Young,D,USA,74.0,190.0,"Dedham, MA  USA",1991-07-10,HIGH-MA,Nobles,8475289.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,4,184,11,11,Atlanta Thrashers,Levko Koper,LW,CAN,72.0,180.0,"Edmonton, AB  CAN",1990-10-05,WHL,Spokane,8475290.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,5,185,26,26,Los Angeles Kings,Jordan Nolan,C,CAN,75.0,217.0,"Garden River, First Nations, ON  CAN",1989-06-23,OHL,Sault Ste. Marie,8475325.0,405.0,25.0,29.0,54.0,0.1333333333333333,,,,,,,,inactive,27.0,2,1
2009,7,6,186,23,23,Vancouver Canucks,Steven Anthony,LW,CAN,73.0,205.0,"Halifax, NS  CAN",1991-03-21,QMJHL,Saint John,8475344.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,7,187,10,10,Toronto Maple Leafs,Barron Smith,D,USA,76.0,191.0,"Hinsdale, IL  USA",1991-04-02,OHL,Peterborough,8475345.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,8,188,28,28,San Jose Sharks,Marek Viedensky,C,SVK,76.0,195.0,"Handlova, Slovakia",1990-08-18,WHL,Prince George,8475346.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,9,189,9,9,Ottawa Senators,Brad Peltz,LW,USA,73.0,185.0,"New York City, NY  USA",1989-10-02,HIGH-CT,Avon Old Farms H.S.,8475347.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,10,190,9,9,Ottawa Senators,Michael Sdao,D,USA,76.0,221.0,"Bloomington, MN  USA",1989-07-03,USHL,Lincoln,8475348.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,11,191,18,18,Nashville Predators,Cameron Reid,C,CAN,74.0,187.0,"Delta, BC  CAN",1991-08-25,BCHL,Westside,8475349.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,12,192,30,30,Minnesota Wild,Anthony Hamburg,C,USA,73.0,185.0,"Houston, TX  USA",1991-08-30,MIDGET,Dallas Stars AAA,8475339.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,13,193,7,7,Buffalo Sabres,Maxime Legault,RW,CAN,74.0,195.0,"Ste.Agathe, QC  CAN",1989-03-28,QMJHL,Shawinigan,8475340.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,14,194,16,16,Chicago Blackhawks,Paul Phillips,D,USA,73.0,195.0,"Darien, IL  USA",1991-07-16,USHL,Cedar Rapids,8475341.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,15,195,4,4,Philadelphia Flyers,Oliver Lauridsen,D,DNK,78.0,220.0,"Gentofte, Denmark",1989-03-24,WCHA,St. Cloud State,8475342.0,16.0,2.0,1.0,3.0,0.1875,,,,,,,,inactive,1.0666666666666667,1,1
2009,7,16,196,29,29,Columbus Blue Jackets,Kyle Neuber,RW,CAN,74.0,225.0,"Sarnia, ON  CAN",1989-03-22,OHL,Mississauga St. Michael's,8474807.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,17,197,26,26,Los Angeles Kings,Nic Dowd,C,USA,73.0,175.0,"Huntsville, AL  USA",1990-05-27,NAHL,Wenatchee,8475343.0,530.0,74.0,80.0,154.0,0.290566037735849,,,,,26.0,Washington Capitals,Y,other_team,35.333333333333336,2,2
2009,7,18,198,8,8,Montréal Canadiens,Michael Cichy,C,USA,71.0,187.0,"New Britain, CT  USA",1990-07-08,USHL,Indiana,8475333.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,19,199,3,3,New York Rangers,Mikhail Pashnin,D,RUS,73.0,191.0,"Chelyabinsk, Russia",1989-05-11,RUSSIA-2,Mechel,8475334.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,20,200,20,20,Calgary Flames,Gaelan Patterson,C,CAN,72.0,204.0,"La Ronge, SK  CAN",1990-08-22,WHL,Saskatoon,8475335.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,21,201,19,19,St. Louis Blues,Maxwell Tardy,C,USA,72.0,181.0,"Duluth, MN  USA",1990-10-27,HIGH-MN,Duluth East H.S.,8475336.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,22,202,11,11,Atlanta Thrashers,Jordan Samuels-Thomas,LW,USA,75.0,198.0,"Hartford, CT  USA",1990-05-28,USHL,Waterloo,8475337.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,23,203,1,1,New Jersey Devils,Curtis Gedig,D,CAN,75.0,190.0,"Penticton, BC  CAN",1991-09-14,BCHL,Cowichan Valley,8475338.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,24,204,15,15,Washington Capitals,Benjamin Casavant,LW,CAN,73.0,213.0,"St-Hyacinthe, QC  CAN",1991-01-21,QMJHL,PEI,8475327.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,25,205,6,6,Boston Bruins,Ben Sexton,C,CAN,71.0,182.0,"Ottawa, ON  CAN",1991-06-06,CJHL,Nepean,8475328.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,inactive,0.13333333333333333,1,1
2009,7,26,206,28,28,San Jose Sharks,Dominik Bielke,D,DEU,75.0,190.0,"Berlin, Germany",1990-10-23,GERMANY,Eisbaren Berlin,8475329.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,27,207,12,12,Carolina Hurricanes,Tommi Kivisto,D,FIN,73.0,195.0,"Vantaa, Finland",1991-06-07,WHL,Red Deer,8475330.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,28,208,16,16,Chicago Blackhawks,David Gilbert,C,CAN,74.0,186.0,"Chateauguay, QC  CAN",1991-02-09,QMJHL,Quebec,8475331.0,,,,,0.0,,,,,,,,inactive,,1,1
2009,7,29,209,17,17,Detroit Red Wings,Adam Almquist,D,SWE,70.0,169.0,"Jönköping, Sweden",1991-02-27,SWEDEN-JR.,HV 71 Jr.,8475332.0,2.0,1.0,0.0,1.0,0.5,,,,,,,,inactive,0.13333333333333333,1,3
2009,7,30,210,8,8,Montréal Canadiens,Petteri Simila,G,FIN,78.0,189.0,"Oulu, Finland",1990-04-09,Finland Jr.,Karpat Jr.,8475326.0,,,,,0.0,,,,,,,,inactive,,1,1
2010,1,1,1,22,22,Edmonton Oilers,Taylor Hall,LW,CAN,73.0,194.0,"Calgary, AB  CAN",1991-11-14,OHL,Windsor,8475791.0,871.0,280.0,446.0,726.0,0.8335246842709529,,,,,71.0,Chicago Blackhawks,I,other_team,62.214285714285715,4,4
2010,1,2,2,6,6,Boston Bruins,Tyler Seguin,C,CAN,73.0,182.0,"Brampton, ON  CAN",1992-01-31,OHL,Plymouth,8475794.0,1102.0,376.0,483.0,859.0,0.7794918330308529,,,,,91.0,Dallas Stars,Y,other_team,78.71428571428571,4,4
2010,1,3,3,13,13,Florida Panthers,Erik Gudbranson,D,CAN,76.0,195.0,"Ottawa, ON  CAN",1992-01-07,OHL,Kingston,8475790.0,820.0,35.0,100.0,135.0,0.1646341463414634,,,,,44.0,Columbus Blue Jackets,Y,other_team,58.57142857142857,3,1
2010,1,4,4,29,29,Columbus Blue Jackets,Ryan Johansen,C,CAN,74.0,192.0,"Vancouver, BC  CAN",1992-07-31,WHL,Portland,8475793.0,972.0,221.0,411.0,632.0,0.6502057613168724,,,,,12.0,Philadelphia Flyers,Y,other_team,69.42857142857143,4,3
2010,1,5,5,2,2,New York Islanders,Nino Niederreiter,RW,CHE,74.0,205.0,"Chur, Switzerland",1992-09-08,WHL,Portland,8475799.0,979.0,239.0,240.0,479.0,0.4892747701736465,,,,,62.0,Winnipeg Jets,Y,other_team,69.92857142857143,4,2
2010,1,6,6,14,14,Tampa Bay Lightning,Brett Connolly,RW,CAN,74.0,181.0,"Campbell River, BC  CAN",1992-05-02,WHL,Prince George,8475792.0,578.0,109.0,97.0,206.0,0.3564013840830449,,,,,,,,inactive,41.285714285714285,3,2
2010,1,7,7,12,12,Carolina Hurricanes,Jeff Skinner,C,CAN,70.0,193.0,"Toronto, ON  CAN",1992-05-16,OHL,Kitchener,8475784.0,1006.0,357.0,313.0,670.0,0.6660039761431411,,,,,53.0,Buffalo Sabres,Y,other_team,71.85714285714286,4,3
2010,1,8,8,11,11,Atlanta Thrashers,Alexander Burmistrov,C,RUS,73.0,180.0,"Kazan, Russia",1991-10-21,OHL,Barrie,8475788.0,348.0,37.0,64.0,101.0,0.2902298850574712,,,,,,,,inactive,24.857142857142858,2,2
2010,1,9,9,30,30,Minnesota Wild,Mikael Granlund,F,FIN,70.0,180.0,"Oulu, Finland",1992-02-26,FINLAND,HIFK,8475798.0,878.0,168.0,408.0,576.0,0.6560364464692482,,,,,64.0,San Jose Sharks,Y,other_team,62.714285714285715,4,3
2010,1,10,10,3,3,New York Rangers,Dylan McIlrath,D,CAN,76.0,214.0,"Winnipeg, MB  CAN",1992-04-20,WHL,Moose Jaw,8475795.0,80.0,3.0,4.0,7.0,0.0875,,,,,52.0,Washington Capitals,N,inactive,5.714285714285714,1,1
2010,1,11,11,25,25,Dallas Stars,Jack Campbell,G,USA,75.0,175.0,"Port Huron, MI  USA",1992-01-09,USHL,USA U-18,8475789.0,194.0,,,,0.0,5453.0,4962.0,12.0,0.9099578213827252,36.0,Edmonton Oilers,Y,other_team,13.857142857142858,1,1
2010,1,12,12,24,24,Anaheim Ducks,Cam Fowler,D,CAN,73.0,190.0,"Windsor, ON  CAN",1991-12-05,OHL,Windsor,8475764.0,1036.0,102.0,384.0,486.0,0.4691119691119691,,,,,4.0,Anaheim Ducks,Y,active,74.0,4,2
2010,1,13,13,27,59,Utah Hockey Club,Brandon Gormley,D,CAN,74.0,185.0,"Murray River, PE  CAN",1992-02-18,QMJHL,Moncton,8475759.0,58.0,2.0,3.0,5.0,0.0862068965517241,,,,,,,,inactive,4.142857142857143,1,1
2010,1,14,14,19,19,St. Louis Blues,Jaden Schwartz,C,CAN,70.0,180.0,"Wilcox, SK  CAN",1992-06-25,USHL,Tri-City,8475768.0,832.0,227.0,315.0,542.0,0.6514423076923076,,,,,17.0,Seattle Kraken,Y,other_team,59.42857142857143,3,3
2010,1,15,15,26,26,Los Angeles Kings,Derek Forbort,D,USA,77.0,198.0,"Duluth, MN  USA",1992-03-04,USHL,USA U-18,8475762.0,531.0,20.0,80.0,100.0,0.1883239171374764,,,,,28.0,Boston Bruins,Y,other_team,37.92857142857143,2,1
2010,1,16,16,19,19,St. Louis Blues,Vladimir Tarasenko,RW,RUS,71.0,202.0,"Yaroslavl, Russia",1991-12-13,RUSSIA,Novosibirsk,8475765.0,872.0,342.0,360.0,702.0,0.805045871559633,,,,,10.0,Florida Panthers,Y,other_team,62.285714285714285,4,4
2010,1,17,17,21,21,Colorado Avalanche,Joey Hishon,C,CAN,70.0,170.0,"Stratford, ON  CAN",1991-10-20,OHL,Owen Sound,8475767.0,16.0,1.0,2.0,3.0,0.1875,,,,,,,,inactive,1.1428571428571428,1,1
2010,1,18,18,18,18,Nashville Predators,Austin Watson,LW,USA,75.0,185.0,"Ann Arbor, MI  USA",1992-01-13,OHL,Peterborough,8475766.0,560.0,70.0,67.0,137.0,0.2446428571428571,,,,,51.0,Tampa Bay Lightning,Y,other_team,40.0,3,1
2010,1,19,19,13,13,Florida Panthers,Nick Bjugstad,C,USA,76.0,188.0,"Minneapolis, MN  USA",1992-07-17,HIGH-MN,Blaine,8475760.0,721.0,155.0,164.0,319.0,0.4424410540915395,,,,,17.0,Utah Hockey Club,Y,other_team,51.5,3,2
2010,1,20,20,5,5,Pittsburgh Penguins,Beau Bennett,RW,USA,73.0,173.0,"Gardena, CA  USA",1991-11-27,BCHL,Penticton,8475761.0,221.0,26.0,44.0,70.0,0.3167420814479638,,,,,,,,inactive,15.785714285714286,1,2
2010,1,21,21,17,17,Detroit Red Wings,Riley Sheahan,C,CAN,74.0,202.0,"St. Catharines, ON  CAN",1991-12-07,CCHA,U. of Notre Dame,8475772.0,670.0,77.0,124.0,201.0,0.3,,,,,,,,inactive,47.857142857142854,3,2
2010,1,22,22,8,8,Montréal Canadiens,Jarred Tinordi,D,USA,78.0,205.0,"Burnsville, MN  USA",1992-02-20,USHL,USA U-18,8475797.0,218.0,4.0,27.0,31.0,0.1422018348623853,,,,,25.0,Chicago Blackhawks,Y,other_team,15.571428571428571,1,1
2010,1,23,23,7,7,Buffalo Sabres,Mark Pysyk,D,CAN,73.0,174.0,"Sherwood Park, AB  CAN",1992-01-11,WHL,Edmonton,8475796.0,525.0,28.0,76.0,104.0,0.198095238095238,,,,,43.0,Calgary Flames,N,inactive,37.5,2,1
